"obj_name"	"col_left"	"col_right"	"row_bot"	"row_top"	"prob"	"img_id"
"pikachu"	0.626756966114044	0.725606262683868	0.465826839208603	0.30132532119751	1	1
"pikachu"	0.507034003734589	0.599325299263	0.496308118104935	0.368286401033401	1	2
"pikachu"	0.590453565120697	0.691771268844604	0.56080037355423	0.391779214143753	1	3
"pikachu"	0.572272896766663	0.657167613506317	0.539699614048004	0.41443258523941	1	4
"pikachu"	0.389355212450027	0.501643121242523	0.485016286373138	0.347008228302002	1	5
"pikachu"	0.381923198699951	0.491647243499756	0.559570670127869	0.421346098184586	1	6
"pikachu"	0.502323389053345	0.598014712333679	0.500446557998657	0.358801901340485	1	7
"pikachu"	0.529855489730835	0.617227137088776	0.517392337322235	0.388553112745285	1	8
"pikachu"	0.569203197956085	0.678237736225128	0.598540425300598	0.429695606231689	1	9
"pikachu"	0.551126658916473	0.645403444766998	0.543029427528381	0.383592665195465	1	10
"pikachu"	0.311631947755814	0.468751937150955	0.516768634319305	0.332859635353088	1	11
"pikachu"	0.276542872190475	0.384712874889374	0.56024956703186	0.391508847475052	1	12
"pikachu"	0.528457403182983	0.629703342914581	0.452162027359009	0.27939185500145	1	13
"pikachu"	0.521405518054962	0.614474952220917	0.532637357711792	0.387889981269836	1	14
"pikachu"	0.477134525775909	0.572093605995178	0.463369905948639	0.333873361349106	1	15
"pikachu"	0.288784235715866	0.388397842645645	0.554414093494415	0.397570759057999	1	16
"pikachu"	0.595118582248688	0.688234448432922	0.440696567296982	0.292918622493744	1	17
"pikachu"	0.446216404438019	0.561999619007111	0.460632830858231	0.286965787410736	1	18
"pikachu"	0.373493909835815	0.458284944295883	0.539502620697021	0.405267983675003	1	19
"pikachu"	0.542923271656036	0.64876800775528	0.464168936014175	0.335094392299652	1	20
"pikachu"	0.293470829725266	0.423866182565689	0.523987650871277	0.356399446725845	1	21
"pikachu"	0.548128187656403	0.647096514701843	0.521433532238007	0.355681359767914	1	22
"pikachu"	0.469820767641068	0.57965362071991	0.556633353233337	0.424830734729767	1	23
"pikachu"	0.628261864185333	0.736022889614105	0.586442112922668	0.424340158700943	1	24
"pikachu"	0.484247505664825	0.575409233570099	0.564016103744507	0.443204641342163	1	25
"pikachu"	0.450972676277161	0.529554486274719	0.516865909099579	0.3921819627285	1	26
"pikachu"	0.561950206756592	0.661862194538116	0.524915397167206	0.377344012260437	1	27
"pikachu"	0.344870865345001	0.460425615310669	0.467244774103165	0.320651561021805	1	28
"pikachu"	0.31905472278595	0.4298075735569	0.563940465450287	0.426656872034073	1	29
"pikachu"	0.344753473997116	0.438118517398834	0.573308527469635	0.429978400468826	1	30
"pikachu"	0.304478943347931	0.420457690954208	0.561245918273926	0.406617105007172	1	31
"pikachu"	0.430076986551285	0.505329728126526	0.441633224487305	0.325765490531921	1	32
"pikachu"	0.362037241458893	0.438398092985153	0.555529594421387	0.429440349340439	1	33
"pikachu"	0.520866811275482	0.601749897003174	0.491490662097931	0.358012974262238	1	34
"pikachu"	0.538842499256134	0.650622189044952	0.465848237276077	0.343064963817596	1	35
"pikachu"	0.43392550945282	0.555424988269806	0.499499887228012	0.353064984083176	1	36
"pikachu"	0.555563449859619	0.689808666706085	0.512707412242889	0.342929512262344	1	37
"pikachu"	0.46079021692276	0.541992485523224	0.542913198471069	0.423415869474411	1	38
"pikachu"	0.556340396404266	0.632760763168335	0.449516445398331	0.329520791769028	1	39
"pikachu"	0.43358388543129	0.518785953521729	0.506228804588318	0.360410749912262	1	40
"pikachu"	0.572613596916199	0.691087663173676	0.540417909622192	0.388647377490997	1	41
"pikachu"	0.408408999443054	0.516420125961304	0.474877238273621	0.288586914539337	1	42
"pikachu"	0.435266375541687	0.513436436653137	0.546821653842926	0.430684864521027	1	43
"pikachu"	0.540488660335541	0.621709823608398	0.522539079189301	0.400041967630386	1	44
"pikachu"	0.577004492282867	0.669647872447968	0.487312883138657	0.348518639802933	1	45
"pikachu"	0.292100310325623	0.441693037748337	0.518260955810547	0.338178008794785	1	46
"pikachu"	0.529534220695496	0.618937611579895	0.433717250823975	0.284241050481796	1	47
"pikachu"	0.620238900184631	0.71835845708847	0.470288872718811	0.302689015865326	1	48
